id	name	estdate	icon	score	about	factions_id
1011	Martial	2016-06-01	AQ4OBAAwPyr//////////4D//+iD//4ID/+oAP/6oA//ooD/+igP/+oA//+AP///////////////	0	We kick yo ass	
1012	GalconInc	2016-06-02	AQ4OBAAwER8AAAAAIAIACggoApqpoClqWgImpiAgqoICAIAgCJWIACFSAAAVAAAFFAAAQEAAAAAA	0	to the end	
1013	SuicideClub	2016-06-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1014	vecolans	2016-06-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we all live	
1015	RebelScum	2016-06-07	AQ4OBAAwDAdVVVVVVVVVVVVVVVUFVVBAEFQVBUFBUFQUBAEBQAAAFQAABVQAAVVQAFVVVVVVVVVV	0	Our blasters don't miss	
1016	IMJORGE	2016-06-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	I'M JORGE	
1017	abbadon	2016-06-09	AQ4OBAAwDAdVVVVVVaVVVVpVVVWlVVVaVVVVpVVqqqqU/w/xQ/D8FA8PAUAwwBQAAAFVUFVVVVVV	0	fight fight and..fight	
1018	JustForeplay	2016-06-09	AQ4OBAAwDDYAAAAAAAAAAAAAAABQAAAfQAAF9QAAf9AAB/0AAF9QAAH0AAAFAAAAAAAAAAAAAAAA	0	Just Foreplay	
1019	EL_AKBARS	2016-06-11	AQ4OBAAAPzwAAAUAAAEEAAFAQABA0AAEAwACqMwAlWAAJVWAAlVYACVVgAJVWAAJVgAAKoAAAAAA	0	We Are Explosive	
1020	Conquerers	2016-06-11	AQ4OBAAwATyqVVaqn//ap///af//9p/9/2n/Z/af2pWp/aqqn9qVqf9X9p///2p///ap//2qpVVq	0	Never Give In	
1021	Seraph	2016-06-12	AQ4OBAAQIDAAAAAAAAAAA8A8AP8P8D///8P+D/w/kP/D5AP8PkAvwuQBuBkABkBQAFABAAQAAAAA	0	Angelic Pandemonium	
1022	Tranquil	2016-06-13	AQ4OBAAwDAcAAAABVVVAEABQARQUBBEFAUEBQFQQUBRBFAUEFQFAQUBQRBAUFEAFAAQBVVVAAAAA	0	Same Crap, Different Day	
1023	Unlimited	2016-06-13	AQ4OBAA/ACMAAAAEABAkCBCAABAQACgAGAAAgABISAJAABEgKAoAIBIAgAKAhBBKQEBAqICgCAAC	0	The sky is ...	
1024	DutchDragons	2016-06-14	AQ4OBAA/MAcAAAAAgqigKqqqgKqqoCqKKoBUUVAVBQVAUVRQFRBFQPP88D8wz8Dz/PADAAwAAAAA	0	Blaze fire or die trying	
1025	Panda	2016-06-15	AQ4OBAA/AzEAAAACqqqoK/r+gr+v6Cv6/oKqqqgqqqqCqqqoL///gv//+CqqqoKqqqgqqqqAAAAA	0	everyone is allowed	
1026	MrBiches	2016-06-16	AQ4OBAA8OD8AAAAAAAAAAAAAAFVUABVVUwEREQwUVFMBEREMFVVTAVVVDBUqrwFVVQAFVUAAAAAA	0	Fk biches get money	
1027	Philosophers	2016-06-16	AQ4OBAAwDAcAAAAAP//AAA8AAA//AAPPPADw8PAMDwMAwPAwDw8PADzzwAD/8AAA8AAD//wAAAAA	0	knowledge is freedom	
1028	Revolution	2016-06-19	AQ4OBAAwDBYAAAAABVVAAAAFAAFUEABVUQAFVRAAUUEAAAUQAFAVABVFQAUVRQFAUBQQAABAAAAA	0	Land, Bread, Freedom	
1029	Reminence	2016-06-19	AQ4OBAABMDxVVVVVVVVVV5arVXla1VeVrVV5WtVXpa1VelrVV6VtVXpW1VelbVXqltVVVVVVVVVV	0	We're whats left	
1030	Unknown_	2016-06-20	AQ4OBAABFT9VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	Trilluping	
1031	The-reich	2016-06-21	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we dominate!	
1032	The_Sith	2016-06-21	AQ4OBAAwDAcAAAAAAAAAAAAAAaAAABqoAAGqqgAaqqrBqqqsGqqgAaqAABoAAAAAAAAAAAAAAAAA	0	join the dark side	
1033	Legion_501st	2016-06-21	AQ4OBAA8DAcAAAAAFVVABVVVAVBQVBUFBUFVVVQVVVVBVVVUFVVVQVAAVBQVQUBVVVABVVQAAAAA	0	Troopers Of 501st Legion	
1034	Apex	2016-06-21	AQ4OBAAwIBAAAAAAAAAAAUAUAFUFUBVVVUFWBVQVsFVBbAFUFsAlQmwDmDsADsDwAPADAAwAAAAA	0	The Best You'll Ever See	
1035	king.clan.	2016-06-22	AQ4OBAAwPD8AAAAAwADEPwA/AMBAwBAZAAJGkBAppAVCqQAQGpBQAGpaQAGqqUAGpaQQGlZAAAAA	0	we will fight anywere	
1036	YUM	2016-06-22	AQ4OBAA/MzwA//AAPAPAD1VfA9AAfDEQRMARVEAFBQUASFIQAoAoAKCgozAqgMDKCjDzAAz/AAMP	0	Tas-Tayy Af	
1037	PlanetEaters	2016-06-23	AQ4OBAA9FQAAVVAAFVVABVVVAV9fVFX19VVVVVVVVVVVVVVVX1VfVX1X1RX/9UBVVVABVVQABVUA	0	We shall consume All!	
1038	TRIANGLESFLY	2016-06-23	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we kill with triangles	
1039	Warsworn	2016-06-24	AQ4OBAAwAAxVVVVWpVWpalValqVVqWpqmpamqalqapqWpqmpamqalqqqqWqqqpaqWqlqlWqVVVVV	0	Sworn to War	
1040	KillConfirmD	2016-06-24	AQ4OBAAwIBAAAAAAAAAAAUAUAFUFUBVVVUFWBVQVsFVBbAFUFsAlQmwDmDsADsDwAPADAAwAAAAA	0	one shot 2 kills	
1041	GlobalElite	2016-06-25	AQ4OBAA/Az0EAAEAVVVQBVVVAFzzUAXPNQBf/1AFf9UCpVWoOqqqw+qv/D6q/wAqqoACqqgAKqqA	0	The best of the best!	
1042	Illuzion	2016-06-29	AQ4OBAA8LzgAAAAB3d3cPX19QV/V/D/Vf8FV/9Q//VVBVV/8P//VQVVV/D///UFVVVw////AAAAA	0	to be and not to be	
1043	PTY_MSU17	2016-06-29	AQ4OBAAwDAdVf//1V///VX//9AP//0U///RT/PxFP8MEAAMDRVF89FUXz0VRfPRVF89VVX/1VVf/	0	Don't Let It Consume You	
1044	TheDarkSith	2016-06-30	AQ4OBAAqAxUAAAAAAAAAAAAAAqqqqCqqqoAAoAAACgAAAKqgAAqoAKqgAAKqAAAAoAAACgAAAAAA	0	Leave n join mystic	
1045	Royalty	2016-06-30	AQ4OBAAzPBIAAAAAAAAAgAAAKgCgCjglgsvpVr5uqquVr/+llr/paqqqqgAAAAAAAAAAAAAAAAAA	0	Ruling the galaxy	
1046	brahe	2016-07-02	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1047	Division	2016-07-03	AQ4OBAA8KgcAAAABQKAUEIKAQCoKAAKoKAAooKACgooAKKCgAqgoACoKAAKCgAEgoAQUAAFAAAAA	0		
1048	arvesia	2016-07-04	AQ4OBAAgBD//VVVfAVVV8BUFX8ABVf8AFVvw8FWvDAVasPAFgAANWKAABYCDANqoD/+qgP/6qqv/	0	vivat crescat floreat	
1049	DNA	2016-07-04	AQ4OBAADBQ8AAAAAAABAAAAeAAAEhAABIQAAS0AAHhAABIQAASEAAEtAAB4QAASEAADhAAADQAAA	0		
1050	PulpFuction	2016-07-07	AQ4OBAAwDAcAAAAAAFUAABQEAAPAEAD/AQAP8BAA/wEAD/AAAP8AAD/8AA//8AD//wAP//AAP/wA	0	PFCN	
1051	Galchamps	2016-07-07	AQ4OBAAwEDQD//wCjM8oKhUKjKf1s/Hq9P8eatPHpW3/eVrTx6m0/x+rT8pf2jKgVKgo8zKAP//A	0	We Are The Champions	
1052	Tuatar	2016-07-08	AQ4OBAABADwAAAAD///8P///w////D///8P///wA//AAD/8AAP/wAA//AAD/8AAP/wAA//AAAAAA	0	We are come!	
1053	Permaculture	2016-07-09	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Permaculture	
1054	WarLords00	2016-07-10	AQ4OBAAxAj+qqqqpVVVWn///acAANpyqo2nJVjacn2NpyfY2nJVjacqqNpwAA2n///aVVVVqqqqr	0	All We Is Win	
1055	StaySalty	2016-07-12	AQ4OBAA/DAcAAAAAAQAAAAAAAAAQAAAAAAAAQAAAAAAAAFAAABVAAAVVAAFVVABVVVAVVVVBVVVU	0	forever salt	
1056	Z0NA	2016-07-13	AQ4OBAAVPwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	...	
1057	Z.0.N.A.	2016-07-14	AQ4OBAA/PCoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0		
1058	hehe	2016-07-14	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	hehehe	
1059	Skylark	2016-07-17	AQ4OBAAcMgoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Look to the Sky	
1060	TheCult	2016-07-19	AQ4OBAA9FQAAVVAAFVVABVVVAV9fVFX19VVVVVVVVVVVVVVVX1VfVX1X1RX	0		
1061	Oblivion	2016-07-20	AQ4OBAAAIzNVVVVVVVVVVVVVVWlWlVaVaVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	gaming.hr	
1062	shadowscythe	2016-07-20	AQ4OBAAwAD+VX1VaVfVVal9VVaX2WVquqpla6qm7qruqrq/+ZqqlVVqpZWavqlqatqlar2WlavVW	0	rise up from the shadows	
1063	Israel	2016-07-20	AQ4OBAA/DBtVVVVVVVVV////9VVVVV///1X//3Vf91dV1VX1XV//Vf//9VVVVV////9VVVVVVVVV	0	Holy Land Guardian	
1064	Holy_Champs	2016-07-22	AQ4OBAAwHjYAAAAC///8IBUAwge0DCHu0MJ7u0wm6uTCe7tMIe7Qwge0DCAVAMIAAAwqqqqAAAAA	0	We are the Champs	
1065	sex	2016-07-24	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	ajdjd	
1066	PubStompers	2016-07-24	AQ4OBAAwDAcAAAAAAAAAAA8AAAP8AADw8AP88/w////Dw/w8PwAPwPwD8APw/AAPDwAAAAAAAAAA	0	Elected Officals	
1067	Standby	2016-07-25	AQ4OBAAgBAGqqqqqqlqqr6Wvqv5b+qv1/qqv/6qqv+qqq/6qqv/6qr9f6q/lv6r6Wvqqpaqqqqqq	0	Burn Baby Burn	
1068	BIGBLACKDADY	2016-07-25	AQ4OBAA/DDBUAAAFUAAAVQAABVAAAFVVQAVVUQBVVUwFUAAwVQAAxUAAAFAAADAAAAMAAAAAAAAA	0	KYS	
1069	POLSKA	2016-07-26	AQ4OBAAwDAdVVVVVAEVVUURVVRRFVVFEVVUURVVQBFVVFUVVUVRVVRVFVVFUVVUVQBVVVVVVVVVV	0	\\PL//	
1070	TheNewOrder	2016-07-27	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1071	clanl3ss	2016-07-27	AQ4OBAAwDDkAAAAAAAAAAAAAAA/8AADAMAAMDwAAwDAADA8AAP/AAAAwAADDAAAP/8AAAwAAD//w	0	im clanless	
1072	TheNewOrder-	2016-07-28	AQ4OBAAbBjsAAAADgAAs/gAL/+Cgv/5qm/+VpW80GkHAkQRgCmCaAC+vgIC/4CoqWooqlWqApVWg	27343	Meega nala kweesta!	970
1073	TeamMystic	2016-07-28	AQ4OBAAwDAfz//z8zw8zPz8Pz/x3/8Pw/DPD/Dz/P8///PP///D///zz///PP//88///8P//////	0	Join WarPride	
1074	OSU	2016-07-29	AQ4OBAAwDAdVX1VVVfVVVV9VVVX1VVX/9VVf/1X/+v///6//Vf/1VV//VVVfVVVV9VVVX1VVVfVV	0	Team Holy_Empire	
1075	zzzzzz......	2016-07-31	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1076	WarPride	2016-08-01	AQ4OBAAgACqqqqqoKqqCgIogKgCgCqigoqoKpgqqKYqqoKCqqPDyqj0Hyo9KHyhSqFKAqqAqqqqq	0	Pride in War	
1077	LeBkInGs	2016-08-01	AQ4OBAAgDCRVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVWqpVVaqlVVVVVVVVVVVVVVVVVVVVVVVV	0	go hard or go home	
1078	CopperMen	2016-08-02	AQ4OBAA8OQABVVQAVVVQFVVVRVBQVVUFBVVVVVVVVVVVVVVVVVVVVVVVVVUABVFBVBQFVVUAFVVA	0	hi	
1079	Delta_Force	2016-08-02	AQ4OBAAVPzAAAAAAAAAAAAAAAAAAAAAAAAAAAACgAAABgAAAGAFgAc/a+B/Vl+G6ebgWWv6AVVr4	0	We are the elite	
1080	ObvzNot-	2016-08-02	AQ4OBAAwHAMAAAAAAAAVAAAFUAABcQAAHFAAMNQICs0QIgvVAYCBQEIgABAIAA99///9f///////	0	Obviously Not.	
1081	littleguys	2016-08-03	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1082	RIP	2016-08-04	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Rest In pppp	
1083	okno	2016-08-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	oknoslogan	
1084	Darkmoor	2016-08-06	AQ4OBAAHNwcAAAABVVVAFVVVAVVVVBUAFUFQAFQVAAVBUABUFQAFQVABVBVVVUFVVVAVVVQAAAAA	0	Growth, Activness, Gm	
1085	TheSun	2016-08-06	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Me, Myself and I	
1086	ThePrisms	2016-08-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Icks dee.	
1087	Mystic	2016-08-08	AQ4OBAAFAD+qqqqqqqqqpWqVq5Wlbr5VW+t5Vt615bXq1ql6rW+Xq9v+fr2/5+r2+fqr6r6qqqqo	0	Join TiTans	
1088	JoyDivision	2016-08-08	AQ4OBAAVKgcAAAAAAAAAAAAAAABAAAAFAAAAUAAABQAAAFAAAAUAAABQAAABAAAAAAAAAAAAAAAA	0	Unknown Pleasures	
1089	Most-Hated	2016-08-08	AQ4OBAA/PDAAAAAAAAAAAAAAAAqqAAAAAAAPDwAUMMFEU/xRFT/FRUMMFUTw8RAAAAAAAAAAAAAA	0	The Great Eight	
1090	Group-935	2016-08-08	AQ4OBAA/ADyqqqqqqqqqqqqqoAAAABVFRUEEBEAVQUVABAQEAEVFQAAAAAAAAA//////////////	0	Good Conditions to all	
1091	ARBtaem	2016-08-08	AQ4OBAAwDAdValVUogCpSCKglAoqCUKioBQKCCFIKIAUogihaqCKFqqqqWqqqpaqqqlqqqqVVVVV	0		
1092	XXX	2016-08-10	AQ4OBAAwDAdAAAAVAAAFFAABQFAAUAFAFAABRQAABUAAAFAAABVAAAUFAAFAFABQAFAUAABVAAAB	0	No Rules	
1093	Snails	2016-08-12	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	SnailsUnite	
1094	STACKED	2016-08-12	AQ4OBAAcOxwAAAAAAQQAAVVUAFVVUAQAAQBBBAAFVVQAFVVQABBBAEAAEAVVVQAVVUAAEEAAAAAA	0	STACK EM HIGH	
1095	Inner-	2016-08-15	AQ4OBAA/Ag8AAAADXKNcFAgBQSg8hDCPKMAz/AAj8PKCjw/IAD/MAyjyDBI8KEFAIBQ1yjXAAAAA	0	Prism-	
1096	joewoulelo	2016-08-16	AQ4OBAAVDAf/+v///6////r/+qqqqqqqqqqqqqqqqqqv/6////r///+v///6////r///+v///6//	0	welcome	
1097	B-21	2016-08-19	AQ4OBAA/IThVVVVVVqlVVqqpVaSkpVqqqlaooqlvoK+VfvvVVf/1VV//VVX/9VVX/VVVf9VVVfVV	0	Never give up	
1098	Elektron	2016-08-19	AQ4OBAAbBysAAAAAA/wAAoAoAKgCoAoACgMAUAwwFUDDAVQMMAUAwKAAoAqAKgAoAoAAP8AAAAAA	0	Elek	
1099	Solace	2016-08-19	AQ4OBAAPMD8AAFAAj8SgKDBSghCBQEUqAMVAgjwAiqjDKqIAPIIBUwCoUQFCBIKFDCgKE/IABQAA	0	Family & Fun	
1100	Meh	2016-08-20	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Resting	
1101	SpaceHussars	2016-08-20	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1102	StrangeLand	2016-08-21	AQ4OBAAwDAcBYAAAUP/8FD/M9Acz8wV8APUTAAAFQqAFUKKAEQKgxFcAPEV//8BX//wAcMMAAAAA	0	GROK	
1103	EcoLegion	2016-08-21	AQ4OBAAwDAf///lf//+VwD/5XP//lcA/+Vz//5XAP/lf//5V//+VX//kVaqpRVVVVFVVVUBVVVVV	0	Legions of eco	
1104	hits	2016-08-22	AQ4OBAADFTAAAAAAAAAACIoiADqqwC1VV4CfD2ApxTaAnFNgKfD2gNVVcAOqrACIoiAAAAAAAAAA	0	hit$ squad	
1105	Clover	2016-08-23	AQ4OBAAEPBZAAQQRAEEEBBBBBAAAABDEMABAEBBAEBBBBAQBBAQBAAwTBAAAABBBBBAQQQBEEEAB	0	Luck Is On Our Side	
1106	ggggggggggg	2016-08-24	AQ4OBAA4IDTz//zz+PL8Dj/LA+NcvA1VVwPiqLwOYJsD4gi8DmCbA+IIvA6AKwPgALz+gCvw8ADw	0	Mazn's Mosque 9999	
1107	Renegades	2016-08-25	AQ4OBAAVIAL/////1d1//VVX//f9//9vn//3rf93ap3VVqlVfXrX1tb5bXlVV5fVVX19VVfVVVVV	0	forgotten	
1108	SuperSaiyans	2016-08-25	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Ka-me-Ha-me-HA!!!	
1109	SpeedOfLight	2016-08-26	AQ4OBAAbBxIAAAAAAAAA////8AAAACqqqoAAAAAFVVUAAAAAA//8AAAAAACqoAAAAAAAFUAAAAAA	0	Lightning Fast	
1110	ABo-khaled	2016-08-26	AQ4OBAAMPwcCqqqKqqqqqqqqqqqqqqmplqqaZaqpVmqqlaWqqZaWqppWaqmpVqqWqqqqaqqqqqqq	0	099	
1111	Rewinded	2016-08-26	AQ4OBAAHAAJ6qqrd6Va3t6+t6t6reqt63qmt96aetetp6162mt96aret6q3qt6t6+t7elWt3qqqt	0	"Better than the rest"	
1112	HouseOfJackS	2016-08-26	AQ4OBAAwDAdWoD/3vAMM/wgDD8IAAPygAz/PAD/88AK/wMDo/8AP7/8D7Avg2rKoBa8qADj2UAA/	0	house is a feeling	
1113	LesLambos	2016-09-01	AQ4OBAAwDAdVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	Sheepishly Sorrowful.	
1114	Tactical	2016-09-01	AQ4OBAAwAAeqqqqq///6tVVV61VVXr/1/+v/X/6/9f/v/1/+//X/7/9f/r/1/+v/X/6v9f+qqqqq	0	Tactical Concealment	
1115	FunSquad	2016-09-03	AQ4OBAA/DAdVVVVVVVVVVVVVVVVVVVQAAFVAAAVUAABVQAAFVAAAVUAABVQAAFVVVVVVVVVVVVVV	0	Fun only!!!!	
1116	SovietUnion	2016-09-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1117	buery	2016-09-05	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	.....	
1118	Ladz	2016-09-05	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Johnson or Die	
1119	Keomijul	2016-09-05	AQ4OBAA/MAdVVVVVRVUVURVEVEVVEVFqlFVaqlVVqvVVWr9VVf/1VRf9RURVURURVEVUVVFVVVVV	0	hangsang keonmul	
1120	KnowWhere	2016-09-05	AQ4OBAAHIwJV///FfqrwX9qlNfWgF39pD3d2A/F3oL9VeKP1X6i9VdaJV01qVPD1Vw8XVrP1dgA/	0	no where else to go	
1121	Mobile_Kings	2016-09-05	AQ4OBAAVJDAAAAAALwC8AvALwCAAgAVAFQBEURAFVVUAQVQQBVpVAEapEARqkQBWqVAVVVVAAAAA	0	We stand tall and proud!	
1122	MakariKeJale	2016-09-06	AQ4OBAA4PwxVVVVVVVVVVVVVVVVVVaqqqqqqCqqqiiqqqKKqqqCqqqqqqv//////////////////	0	hamesa katai	
1123	Pautina	2016-09-06	AQ4OBAAwPweqqqqqqqqqqqqqqqqqqqqqqq//////////////////9VVVVVVVVVVVVVVVVVVVVVVV	0	vsegda tkachestvo	
1124	WebSpinners	2016-09-06	AQ4OBAAwPwcAAAALu9VV7u6qq7vVVe7uqq//1VWqqqqlVVVVqqqqpVVVVaqqqqVVVVUAAAAAAAAA	0	always spinning	
1125	Fluorescent	2016-09-06	AQ4OBAASDzwAAAABWcqgEp8oQYnwFCocgUFUMgQ/wM8A8wP8EIwVQUI0qBQPYkEo9oQKo2VAAAAA	0	hmmm	
1126	Mehh	2016-09-07	AQ4OBAAwDAdVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0		
1127	Meh-	2016-09-07	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Hehe	
1128	TheFutures1	2016-09-08	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1129	RunForestRun	2016-09-08	AQ4OBAAwDAf///////////X///9f///1////X///9f///1////X///9f///1///19f//X1//////	0	RunForestRun!	
1130	RunForrest	2016-09-08	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	RunForrestRun	
1131	Exiled	2016-09-09	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1132	Clean_UpCrew	2016-09-10	AQ4OBAA/OAAAAAAAAAAAAAAAANZpsA1lWwDWZXAD//wAFVVAAVVUABVVQAFVVAP///wAAAAAAAAA	0	Cleaning Up Galcon	
1133	mkmk	2016-09-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1134	Elegance	2016-09-12	AQ4OBAA/DzEAAAAAKqqMCqqgAqAAACgFA8KBQjwoUAPCgUA8KAUDwowUPAAAD8AP//Aj//wAAAAA	0	Professional. Provison.	
1135	FinalStrike	2016-09-13	AQ4OBAA4MDQAAAAAAAAAAAAAAAAAAAAAAAAAAqCqAKIKIAKAqgAKCgAAKKCAAIoAooCgiIgKCICA	0	smoketron	
1136	KSA_	2016-09-14	AQ4OBAAbChyqqqqqqqqqqqqqqqqqqqqoqqqqiqqqqKqqqgKqqoAKqqiIqqqoqqqqqqqqqqqqqqqq	0	KSA_	
1137	Black_Sun	2016-09-16	AQ4OBAAwDAcAAAAD///8P88/w/Dw/Dw/w8MPDwwzwDzDPAPMMPDww8P8PD8PD8P88/w////AAAAA	0	Black	
1138	Ellocos	2016-09-16	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Loco	
1139	DEEZNUTS	2016-09-17	AQ4OBAA4NTD/////////1XVdXf9999133333fffVdV9//////V39/9/VX/193f/f39/9Xf3/////	0	GOTTEM	
1140	Last.Flowers	2016-09-19	AQ4OBAAAPzAAAAAAAAAAAAAAAAUFAAH19AB//9AH//0Af//QB//9AB//QAB/0AAB9AAABQAAAAAA	0		
1141	onetrickpony	2016-09-19	AQ4OBAAwDAcAAAAAAAAAAAAAACr9AAIMEAAgVQACDAAAIMAAAqwAAAAAAAAAAAAAAAAAAAAAAAAA	0	a pony will bite you	
1142	Privateer	2016-09-19	AQ4OBAAwDAcAAAAABVQAAFVQAAUFAABQUAAFVQAAVUAABQAAAFAAAAUAAABQAAAFAAAAQAAAAAAA	0	An army of one	
1143	wat	2016-09-21	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	wat	
1144	Invincible	2016-09-23	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAPADwAAAAAAAMAAADAAAAwAAAAAAAAAAAADMwAAMzAAAAAA	0	veni, vidi, vici	
1145	MadVillains	2016-09-26	AQ4OBAAEJAjvVX6+73+X+1+qdqWWvZpZW1mr/eqVXr6lq++1mVrqWV975av+v5+q1vp1vWrVWlqt	0	embrace the madness	
1146	Suck_My_Toe	2016-09-29	AQ4OBAAAGwdVVVVVVqaVar6pWr//lb//+Vr//5Vq//lVb/+VVf/5VVv/lVW/+VVb/1VVffVVV/9V	0	we are weird	
1147	LeeMur	2016-09-30	AQ4OBAABGz9VVVlVVVblVVVZVVVVWVVV1uWVVVluV1db+VVVbllVVZblVXVZVVWdVVVuVVVVlVVV	0	I like to move it!	
1148	acrime010	2016-10-01	AQ4OBAAGMD////////7//777/++77/v/v/7+7//7+///7v///7///u/v/7v///7////7////5f//	0	acrime010	
1149	Tomahawk	2016-10-01	AQ4OBAAwJCoAAAAAAAAAAAAAAwD8AD+vwAH+vAAf+gAAf+gAAfygAAfCgAAACgAAACgAAACgAAAA	0	Get Scalped	
1150	StarFire	2016-10-02	AQ4OBAAwMDgAAAAAAAAAABVAAAVVAABVUAAFVQAAVVAAAVQAFQAFQQRUQBREBQEEQEAQRAVAAAAA	0	Grip em and rip em	
